Title,Type / Creator / Imprint,Barcode,Inventory Number,Receiving Number,Library,Library Unit,Temporary Library,Creation Date,Modification Date,Process type,To Library,Expected Arrival Time,At Library,At,On Hold Expiration Date,Due Date,Needed By,Until,Permanent Location,Temporary Location,Call Number,Call Number Type,Accession Number,Temporary Call Number,Temporary Call Number Type,Item call number,Item call number type,Status,RFID Security Status,Due back,Item Policy,Temporary Item Policy,Material Type,Copy ID,Description,Orders,Requests,Peer Reviewed,Item ID,Holdings ID,MMS ID
"Indiana as seen by early travelers; a collection of reprints from books of travel, letters and diaries prior to 1830, selected and edited by Harlow Lindley.","Book By Indiana Historical Commission. (Indianapolis, Indiana historical commission, 1916.)",33086002387314,,,F.W. Olin Library,,,08/08/2022 13:37:55 ,08/08/2022 13:37:55 ,,,,,,,,,,Non-Fiction,,917.72 I39i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400437260001401,22400437340001401,9952162115401401
Theatre practice / by Stark Young.,"Book By Young, Stark, (New York : C Scribner's Sons, c1926.)",33086003218815,,,F.W. Olin Library,,,08/08/2022 13:38:17 ,08/08/2022 13:38:17 ,,,,,,,,,,Non-Fiction,,792 Y76tp 1926,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400456520001401,22400456560001401,9952162055701401
"No pickle, no performance : an irreverent theatrical excursion from Tallulah to Travolta / Harold J. Kennedy.","Book By Kennedy, Harold J. (Garden City, N.Y. : Doubleday, 1978.)",33086000139154,,,F.W. Olin Library,,,08/08/2022 13:38:16 ,08/08/2022 13:38:16 ,,,,,,,,,,Non-Fiction,,792.0233 K35n,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400457000001401,22400457030001401,9952162060301401
I love myself when I am laughing-- and then again when I am looking mean and impressive : a Zora Neale Hurston reader / edited by Alice Walker ; introd. by Mary Helen Washington.,"Book By Hurston, Zora Neale. (Old Westbury, N.Y. : The Feminist Press, c1979.)",33086005296728,,,F.W. Olin Library,,,08/08/2022 13:38:07 ,08/08/2022 13:38:07 ,,,,,,,,,,Non-Fiction,,818.52 H966i 1979,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,2,[copy 2],0,0,,23400473110001401,22400473130001401,9952162085801401
The echoing green : memories of Victorian youth.,"Book By Avery, Gillian, (New York : Viking Press, 1974.)",33086000137059,,,F.W. Olin Library,,,08/08/2022 13:38:30 ,08/08/2022 13:38:30 ,,,,,,,,,,Non-Fiction,,309.142 A954e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400492260001401,22400492440001401,9952162341701401
Irony in the medieval romance / D. H. Green.,"Book By Green, Dennis Howard, (Cambridge, [Eng.] ; New York : Cambridge University Press, 1979.)",33086000141689,,,F.W. Olin Library,,,08/08/2022 13:38:59 ,08/08/2022 13:38:59 ,,,,,,,,,,Non-Fiction,,809.1 G795i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400498140001401,22400498200001401,9952162225601401
Modern American drama : a study in myth and tradition / N. S. Pradhan.,"Book By Pradhan, Narindar S. (New Delhi : Arnold-Heinemann, 1978.)",33086000143305,,,F.W. Olin Library,,,08/08/2022 13:39:13 ,08/08/2022 13:39:13 ,,,,,,,,,,Non-Fiction,,812.09 P896m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400520500001401,22400520670001401,9952162303201401
"Glimpses of real life as seen in the theatrical world and in Bohemia : being the confessions of Peter Paterson, a strolling comedian.","Book By Bertram, James Glass, (Hamden, Conn. : Archon Books, 1979.)",33086000141358,,,F.W. Olin Library,,,08/08/2022 13:39:16 ,08/08/2022 13:39:16 ,,,,,,,,,,Non-Fiction,,792.028 B549g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400532400001401,22400532460001401,9952162293201401
Essays on nineteenth century British theatre / edited by Kenneth Richards and Peter Thomson.,"Book By Richards, Kenneth. (London : Methuen, 1971.)",33086003236569,,,F.W. Olin Library,,,08/08/2022 13:39:46 ,08/08/2022 13:39:46 ,,,,,,,,,,Non-Fiction,,792.0942 E78 1971,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400563230001401,22400563270001401,9952162430101401
Five for freedom; a study of feminism in fiction [by] Geoffrey Wagner.,"Book By Wagner, Geoffrey Atheling. (Rutherford [N.J.] Fairleigh Dickinson University Press [1973, c1972])",33086000151753,,,F.W. Olin Library,,,08/08/2022 13:40:55 ,08/08/2022 13:40:55 ,,,,,,,,,,Non-Fiction,,809.3 W133f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400619360001401,22400619420001401,9952162499201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410405,,,F.W. Olin Library,,,08/08/2022 13:41:11 ,08/08/2022 13:41:11 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.12,0,0,,23400628590001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410397,,,F.W. Olin Library,,,08/08/2022 13:41:11 ,08/08/2022 13:41:11 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.11,0,0,,23400628630001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410389,,,F.W. Olin Library,,,08/08/2022 13:41:11 ,08/08/2022 13:41:11 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.10,0,0,,23400628690001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410371,,,F.W. Olin Library,,,08/08/2022 13:41:10 ,08/08/2022 13:41:10 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 9,0,0,,23400628780001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410363,,,F.W. Olin Library,,,08/08/2022 13:41:10 ,08/08/2022 13:41:10 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 8,0,0,,23400628820001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410355,,,F.W. Olin Library,,,08/08/2022 13:41:10 ,08/08/2022 13:41:10 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 7,0,0,,23400628870001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410348,,,F.W. Olin Library,,,08/08/2022 13:41:10 ,08/08/2022 13:41:10 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 6,0,0,,23400628990001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410330,,,F.W. Olin Library,,,08/08/2022 13:41:10 ,08/08/2022 13:41:10 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 5,0,0,,23400629050001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410322,,,F.W. Olin Library,,,08/08/2022 13:41:09 ,08/08/2022 13:41:09 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 4,0,0,,23400629190001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410314,,,F.W. Olin Library,,,08/08/2022 13:41:09 ,08/08/2022 13:41:09 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 3,0,0,,23400629220001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410306,,,F.W. Olin Library,,,08/08/2022 13:41:09 ,08/08/2022 13:41:09 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23400629250001401,22400629370001401,9952162651201401
"Playwrights for tomorrow; a collection of plays, edited, with an introd. by Arthur H. Ballet.","Book By Ballet, Arthur H. (Minneapolis, University of Minnesota Press [1966-)",33086002410413,,,F.W. Olin Library,,,08/08/2022 13:41:09 ,08/08/2022 13:41:09 ,,,,,,,,,,Non-Fiction,,812.08 B191p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v.13,0,0,,23400629320001401,22400629370001401,9952162651201401
Dissertations by Mr. Dooley.,"Book By Dunne, Finley Peter, (Upper Saddle River, N.J. : Literature House / Gregg Press, 1969.)",33086000152140,,,F.W. Olin Library,,,08/08/2022 13:41:00 ,08/08/2022 13:41:00 ,,,,,,,,,,Non-Fiction,,817 D923d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400635180001401,22400635390001401,9952162513401401
The select letters of Major Jack Downing.,"Book By Smith, Seba, (Upper Saddle River, N.J. : Literature House/Gregg Press, 1970.)",33086000151415,,,F.W. Olin Library,,,08/08/2022 13:41:20 ,08/08/2022 13:41:20 ,,,,,,,,,,Non-Fiction,,817 S659s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400640060001401,22400640190001401,9952162491701401
Toward a Democratic left : a radical program for a new majority.,"Book By Harrington, Michael. (Baltimore, Maryland : Penguin Books, 1969.)",33086000152462,,,F.W. Olin Library,,,08/08/2022 13:41:08 ,08/08/2022 13:41:08 ,,,,,,,,,,Non-Fiction,,309.173 H311t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400645320001401,22400645410001401,9952162389801401
"CBS Playhouse presents Do not go gentle into that good night /, by Loring Mandel.","Book By Mandel, Loring, ([New York? : CBS Television Network, c1967])",33086003247566,,,F.W. Olin Library,,,08/08/2022 13:41:27 ,08/08/2022 13:41:27 ,,,,,,,,,,Non-Fiction,,812 M271d 1967,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400650200001401,22400650300001401,9952162464401401
"Come over to Macedonia ; the story of a ten-year adventure in uplifting a war-torn people,by Harold B. Allen.","Book By Allen, H. B. (New Brunswicks [N.Y.] Rutgers university press, 1943.)",33086000156547,,,F.W. Olin Library,,,08/08/2022 13:42:09 ,08/08/2022 13:42:09 ,,,,,,,,,,Non-Fiction,,309.1495 A426c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400677520001401,22400677560001401,9952162737301401
"Micros : a pervasive force : a study of the impact of microelectronics on business and society, 1946-1990 / Michael Orme.","Book By Orme, Michael. (New York : Halsted Press/Wiley, 1979.)",33086000160648,,,F.W. Olin Library,,,08/08/2022 13:43:23 ,08/08/2022 13:43:23 ,,,,,,,,,,Non-Fiction,,309.1 O73m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400747890001401,22400747940001401,9952162802101401
Social control for the 1980s : a handbook for order in a democratic society / edited by Joseph S. Roucek.,"Book By Rouček, Joseph Slabey, (Westport, Conn. : Greenwood Press, 1978.)",33086000161448,,,F.W. Olin Library,,,08/08/2022 13:43:06 ,08/08/2022 13:43:06 ,,,,,,,,,,Non-Fiction,,309.173 S678,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400754940001401,22400755020001401,9952162693501401
The California trail : an epic with many heroes / by George R. Stewart.,"Book By Stewart, George Rippey, (New York : McGraw-Hill, c1962.)",33086000163477,,,F.W. Olin Library,,,08/08/2022 13:43:58 ,08/08/2022 13:43:58 ,,,,,,,,,,Non-Fiction,,917.8 S849c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23400791670001401,22400791750001401,9952162922601401
Latin American civilization.,"Book By Keen, Benjamin, (Boston, Houghton Mifflin [1974])",33086000169136,,,F.W. Olin Library,,,08/08/2022 13:44:25 ,08/08/2022 13:44:25 ,,,,,,,,,,Non-Fiction,,918 K26L,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,v. 1,0,0,,23400808930001401,22400809100001401,9952163024901401
